logger,year,doy,hhmm,tension,PARgl_0,PARdif,NET_Sw_0,NET_LW,Temp,HR,R,Pa,incoming PAR,reflected PAR
1,2013,361,1200,1,166.5,155.9,63.64,-2.751,12.89,98.9,0,997,1,1
1,2013,361,1230,1,389.2,371.5,161.4,-5.049,13.3,98.5,0,996,1,1
1,2013,361,1300,1,606.1,554.8,247.3,-16.27,14.35,95.1,0,996,1,1
1,2013,361,1330,1,434.9,410.4,180,-14.59,14.71,92.8,0,995,1,1
1,2013,361,1400,1,250,234.8,99.1,-10.26,14.7,92.8,0,994,1,1
1,2013,361,1430,1,156.7,145,56.81,-4.814,14.21,95.2,0.203,994,1,1
1,2013,361,1500,1,192,179.5,73.8,-2.537,13.53,96.9,0.609,994,1,1
1,2013,361,1530,1,219.8,193.4,83.8,-5.062,13.35,97.6,0.406,994,1,1
1,2013,361,1600,1,491.1,305.4,159.9,-31.87,13.5,96.8,0.203,993,1,1
1,2013,361,1630,1,339.3,251.6,118.9,-22.5,13.61,94.3,0,993,1,1
1,2013,361,1700,1,105.1,91.7,38.81,-9.38,13.41,94.2,0,993,1,1
1,2013,361,1730,1,100.8,90.3,38.47,-10.09,12.96,96.9,0,993,1,1
1,2013,361,1800,1,43.87,35.09,14.6,-9.87,12.99,97.5,0,993,1,1
1,2013,361,1830,1,0,5.995,0,-6.371,13.05,98.1,0,993,1,1
1,2013,361,1900,1,0,3.261,0,-11.34,13.06,98.1,0,993,1,1
1,2013,361,1930,1,0,3.235,0,-22.73,13.02,98.1,0,992,1,1
1,2013,361,2000,1,0,3.253,0,-38.9,12.87,98.3,0,992,1,1
1,2013,361,2030,1,0,2.964,0,-16.49,12.76,98.4,0,992,1,1
1,2013,361,2100,1,0,2.957,0,-13.64,12.84,98.1,0,992,1,1
1,2013,361,2130,1,0,3.175,0,-9.08,12.98,98,0,992,1,1
1,2013,361,2200,1,0,3.133,0,-6.343,13.13,98.2,0.406,992,1,1
1,2013,361,2230,1,0,3.138,0,-8.11,13.2,97.9,0,991,1,1
1,2013,361,2300,1,0,3.285,0,-5.138,13.27,97.2,0,991,1,1
1,2013,361,2330,1,0,3.233,0,-3.169,13.24,97,0.203,991,1,1
1,2013,361,0000,1,0,3.231,0,-2.482,12.88,98.4,0.812,991,1,1
1,2013,362,0030,1,0,3.316,0,-6.417,11.18,97.2,0.812,992,1,1
1,2013,362,100,1,0,3.024,0,-8.27,10.49,94.7,0.609,993,1,1
1,2013,362,130,1,0,3.124,0,-7.06,10.36,94.1,0.609,993,1,1
1,2013,362,200,1,0,3.168,0,-7.84,9.98,95.8,0.609,993,1,1
1,2013,362,230,1,0,3.016,0,-14.92,9.87,95.2,0.406,993,1,1
1,2013,362,300,1,0,3.12,0,-50.65,9.68,95.8,0.203,994,1,1
1,2013,362,330,1,0,3.211,0,-38.29,9.52,94.1,0,994,1,1
1,2013,362,400,1,0,2.994,0,-28.78,9.66,89.6,0,995,1,1
1,2013,362,430,1,0,3.199,0,-65.89,9.25,89,0,995,1,1
1,2013,362,500,1,0,3.042,0,-71,8.86,87.1,0,995,1,1
1,2013,362,530,1,0,3.166,0,-78.6,8.71,83.3,0,996,1,1
1,2013,362,600,1,0,3.133,0,-76.8,8.24,84,0,996,1,1
1,2013,362,630,1,0,3.049,0,-75.5,7.86,85.6,0,996,1,1
1,2013,362,700,1,0,3.162,0,-71.1,7.48,86.7,0,997,1,1
1,2013,362,730,1,0,3.053,0,-71,7.04,88.2,0,997,1,1
1,2013,362,800,1,0,3.14,0,-71.7,6.785,89.1,0,998,1,1
1,2013,362,830,1,0,3.111,0,-54.42,6.412,90,0,998,1,1
1,2013,362,900,1,0,18.06,0,-72.1,6.069,91,0,999,1,1
1,2013,362,930,1,123.5,74.6,38.88,-73.1,6.502,88.5,0,999,1,1
1,2013,362,1000,1,302.8,124,101.1,-79.6,7.02,88.4,0,1000,1,1
1,2013,362,1030,1,485.3,160.1,162.9,-83.6,8.14,85.5,0,1000,1,1
1,2013,362,1100,1,655,184.7,221.4,-86.2,9.19,81.2,0,1001,1,1
1,2013,362,1130,1,832,224.9,278.2,-85.9,10.22,75.5,0,1001,1,1
1,2013,362,1200,1,911,213.7,312.1,-91.5,10.69,71,0,1001,1,1
1,2013,362,1230,1,911,248.8,322.3,-85.5,11.05,70.3,0,1002,1,1
1,2013,362,1300,1,966,243,328.9,-87.6,11.13,69.71,0,1002,1,1
1,2013,362,1330,1,1140,253.1,381,-91,11.77,63.39,0,1002,1,1
1,2013,362,1400,1,334.1,244.9,119.7,-25.63,8.81,77.7,0.203,1002,1,1
1,2013,362,1430,1,1023,242.3,333.4,-80.4,8.85,85.4,0.609,1002,1,1
1,2013,362,1500,1,1004,261.4,315.7,-86.9,10.69,77.6,0.203,1002,1,1
1,2013,362,1530,1,831,326.7,260,-55.74,10.34,75.7,0.203,1002,1,1
1,2013,362,1600,1,796,242.4,227.5,-78.1,10.95,68.96,0.203,1002,1,1
1,2013,362,1630,1,400.6,165.1,110.4,-73.6,11.12,64.32,0.406,1002,1,1
1,2013,362,1700,1,359.7,135.7,88.4,-84.1,10.65,65.34,0,1002,1,1
1,2013,362,1730,1,253.4,135.5,65.09,-56.32,10.78,63.93,0.203,1003,1,1
1,2013,362,1800,1,80.9,51.48,10.92,-83.3,9.63,69.89,0.203,1003,1,1
1,2013,362,1830,1,0,10.12,0,-81.3,8.94,71.4,0.203,1004,1,1
1,2013,362,1900,1,0,3.196,0,-77.4,8.08,74.9,0,1004,1,1
1,2013,362,1930,1,0,3.057,0,-74.4,7.86,75,0.203,1004,1,1
1,2013,362,2000,1,0,3.127,0,-71,7.89,75.3,0,1005,1,1
1,2013,362,2030,1,0,3.079,0,-73.6,7.76,75.3,0,1005,1,1
1,2013,362,2100,1,0,3.138,0,-73.4,7.19,78.7,0.203,1005,1,1
1,2013,362,2130,1,0,3.042,0,-70.8,6.698,82.8,0,1006,1,1
1,2013,362,2200,1,0,3.135,0,-68.91,6.647,82.8,0,1006,1,1
1,2013,362,2230,1,0,3.087,0,-69.9,6.228,84.6,0,1006,1,1
1,2013,362,2300,1,0,3.031,0,-70.6,6.044,86.2,0,1007,1,1
1,2013,362,2330,1,0,3.13,0,-68.84,6.334,85.7,0,1007,1,1
1,2013,362,0000,1,0,3.078,0,-70.9,6.329,85.5,0,1007,1,1
1,2013,363,0030,1,0,3.128,0,-69.54,6.024,87.7,0,1008,1,1
1,2013,363,100,1,0,3.033,0,-67.64,5.364,91,0,1008,1,1
1,2013,363,130,1,0,3.095,0,-68.34,5.356,92.1,0,1008,1,1
1,2013,363,200,1,0,3.102,0,-67.7,5.128,92.4,0,1008,1,1
1,2013,363,230,1,0,3.078,0,-67.39,5.364,90.9,0,1008,1,1
1,2013,363,300,1,0,3.052,0,-64.98,4.778,92.3,0,1008,1,1
1,2013,363,330,1,0,3.115,0,-63.74,4.192,94.8,0,1008,1,1
1,2013,363,400,1,0,3.097,0,-53.17,3.671,96.2,0,1008,1,1
1,2013,363,430,1,0,3.069,0,-44.93,3.946,96.7,0,1008,1,1
1,2013,363,500,1,0,3.051,0,-31.95,3.445,97.2,0,1008,1,1
1,2013,363,530,1,0,3.069,0,-27.03,3.043,97.7,0,1008,1,1
1,2013,363,600,1,0,3.108,0,-23.68,2.876,98.4,0,1008,1,1
1,2013,363,630,1,0,3.097,0,-21.56,3.666,98.6,0,1008,1,1
1,2013,363,700,1,0,3.11,0,-19.64,3.611,98.2,0,1009,1,1
1,2013,363,730,1,0,3.052,0,-18.72,4.283,97.9,0,1009,1,1
1,2013,363,800,1,0,3.078,0,-18.47,4.671,95.9,0,1010,1,1
1,2013,363,830,1,0,3.16,0,-18.43,5.021,94.1,0,1010,1,1
1,2013,363,900,1,0,18.26,0,-17.72,4.844,93.4,0,1010,1,1
1,2013,363,930,1,120.6,66.99,58.7,-16.88,3.569,95.2,0,1010,1,1
1,2013,363,1000,1,295.9,115.9,90.4,-22.24,4.306,95.1,0,1011,1,1
1,2013,363,1030,1,486.3,149.4,161.9,-27.86,5.481,95,0,1011,1,1
1,2013,363,1100,1,659.9,186.6,223.1,-37.21,6.78,91.8,0,1011,1,1
1,2013,363,1130,1,804,185.8,265.9,-69.83,8.4,87.8,0,1012,1,1
1,2013,363,1200,1,908,200.7,304.8,-80.6,10,80.3,0,1011,1,1
1,2013,363,1230,1,981,189.4,337.6,-93.6,11.37,73.3,0,1011,1,1
1,2013,363,1300,1,1064,186.5,353.2,-94.5,11.55,68.66,0,1011,1,1
1,2013,363,1330,1,1104,197.2,359.2,-96.4,11.53,64.05,0,1011,1,1
1,2013,363,1400,1,1073,228.8,348.7,-95.7,11.51,62.53,0,1010,1,1
1,2013,363,1430,1,1027,246.6,327.9,-91.2,11.98,62.12,0,1010,1,1
1,2013,363,1500,1,633.5,302.5,209.1,-76.2,12.02,63.56,0,1010,1,1
1,2013,363,1530,1,197.8,154.1,59.17,-80.4,10.62,68.7,0,1010,1,1
1,2013,363,1600,1,595.8,177.9,162.1,-90.7,11.42,64.73,0,1010,1,1
1,2013,363,1630,1,555.9,146.3,135.8,-95.1,12.09,58.1,0,1010,1,1
1,2013,363,1700,1,398.4,124.6,87.1,-92.9,12.06,54.97,0,1010,1,1
1,2013,363,1730,1,228.6,96,38.16,-89.2,11.7,58.87,0,1011,1,1
1,2013,363,1800,1,91,54.29,8.78,-82.9,11.18,62.15,0,1010,1,1
1,2013,363,1830,1,0,11.41,0,-77.1,10.45,65.62,0,1010,1,1
1,2013,363,1900,1,0,3.194,0,-74.7,10.05,67.3,0,1011,1,1
1,2013,363,1930,1,0,3.125,0,-74.3,10.15,65.41,0,1011,1,1
1,2013,363,2000,1,0,3.233,0,-73,9.77,66.1,0,1011,1,1
1,2013,363,2030,1,0,3.122,0,-71.4,9.63,66.09,0,1011,1,1
1,2013,363,2100,1,0,3.19,0,-71.1,9.56,66.28,0,1011,1,1
1,2013,363,2130,1,0,3.129,0,-71.5,9.46,66.89,0,1011,1,1
1,2013,363,2200,1,0,3.083,0,-70.2,9.52,66.35,0,1010,1,1
1,2013,363,2230,1,0,3.131,0,-69.45,8.86,70.3,0,1010,1,1
1,2013,363,2300,1,0,3.162,0,-67.51,7.93,74.9,0,1011,1,1
1,2013,363,2330,1,0,3.19,0,-68.7,7.28,78,0,1011,1,1
1,2013,363,0000,1,0,3.053,0,-69.34,7.14,78.5,0,1011,1,1
1,2013,364,0030,1,0,3.138,0,-68.91,6.693,81.3,0,1011,1,1
1,2013,364,100,1,0,3.04,0,-68.45,6.694,81.1,0,1011,1,1
1,2013,364,130,1,0,3.2,0,-68.12,5.281,87.4,0,1011,1,1
1,2013,364,200,1,0,3.12,0,-65.57,5.19,88.7,0,1011,1,1
1,2013,364,230,1,0,3.085,0,-64.5,4.828,91.1,0,1010,1,1
1,2013,364,300,1,0,3.154,0,-64.73,5.709,88.7,0,1010,1,1
1,2013,364,330,1,0,3.171,0,-65.72,5.572,87.8,0,1010,1,1
1,2013,364,400,1,0,3.097,0,-53.45,4.605,90.5,0,1010,1,1
1,2013,364,430,1,0,3.086,0,-55.07,4.187,92.4,0,1010,1,1
1,2013,364,500,1,0,3.119,0,-47.91,4.438,90.7,0,1010,1,1
1,2013,364,530,1,0,3.06,0,-40.53,4.459,90.3,0,1010,1,1
1,2013,364,600,1,0,3.176,0,-50.27,4.114,90.1,0,1010,1,1
1,2013,364,630,1,0,3.113,0,-47.48,3.093,92.9,0,1010,1,1
1,2013,364,700,1,0,3.056,0,-44.52,2.826,93.4,0,1009,1,1
1,2013,364,730,1,0,3.117,0,-34.81,2.81,94.2,0,1010,1,1
1,2013,364,800,1,0,3.097,0,-30.17,2.744,94,0,1010,1,1
1,2013,364,830,1,0,3.13,0,-49.87,2.869,93.8,0,1010,1,1
1,2013,364,900,1,24.33,15.3,4.77,-55.46,2.979,92.6,0,1010,1,1
1,2013,364,930,1,83.8,61.67,28.05,-60.8,2.867,92.4,0,1010,1,1
1,2013,364,1000,1,175.8,147.6,68.3,-46.1,2.812,92.8,0,1010,1,1
1,2013,364,1030,1,313.8,187.7,112.8,-63.11,3.299,92.6,0,1010,1,1
1,2013,364,1100,1,457.5,263.9,168.8,-58.35,4.784,89.7,0,1010,1,1
1,2013,364,1130,1,513.6,282.7,181.9,-69.33,5.833,87.7,0,1010,1,1
1,2013,364,1200,1,665.9,349.7,242.7,-71.5,6.974,85.4,0,1010,1,1
1,2013,364,1230,1,823,367.5,306,-75.4,8.35,81.4,0,1009,1,1
1,2013,364,1300,1,706,425,268.4,-70.5,9.59,74.5,0,1009,1,1
1,2013,364,1330,1,718,401.6,256.9,-76.7,10.38,69.08,0,1008,1,1
1,2013,364,1400,1,629.8,509.5,242,-65.79,10.19,72.2,0,1008,1,1
1,2013,364,1430,1,532.1,428.8,205.2,-57.98,10.34,73.9,0,1007,1,1
1,2013,364,1500,1,906,336.3,284.7,-86.9,11.5,68.43,0,1007,1,1
1,2013,364,1530,1,781,409.8,248.1,-74.7,11.77,67.51,0,1007,1,1
1,2013,364,1600,1,519.7,317.1,166.2,-74,11.88,67.37,0,1006,1,1
1,2013,364,1630,1,421.1,217.5,121.8,-83,12.06,66.51,0,1006,1,1
1,2013,364,1700,1,314.7,167.9,89.6,-74.9,11.95,67.26,0,1006,1,1
1,2013,364,1730,1,122.8,111.4,44.27,-48.06,11.04,70.6,0,1006,1,1
1,2013,364,1800,1,45.17,36.93,13.32,-32.51,10.61,72.8,0,1006,1,1
1,2013,364,1830,1,0,6.012,0,-29.16,10.22,74.4,0,1006,1,1
1,2013,364,1900,1,0,2.972,0,-24.63,9.96,74.3,0,1006,1,1
1,2013,364,1930,1,0,3.175,0,-16.57,9.71,76.4,0,1006,1,1
1,2013,364,2000,1,0,3.194,0,-13.13,9.62,75.9,0,1006,1,1
1,2013,364,2030,1,0,3.042,0,-12.86,9.58,74.8,0,1006,1,1
1,2013,364,2100,1,0,3.148,0,-15.89,9.47,74.4,0,1006,1,1
1,2013,364,2130,1,0,3.301,0,-9.82,9.44,72.8,0,1006,1,1
1,2013,364,2200,1,0,2.953,0,-9.03,9.21,73.3,0,1006,1,1
1,2013,364,2230,1,0,3.155,0,-8.79,9.02,74.3,0,1006,1,1
1,2013,364,2300,1,0,3.114,0,-8.17,9.14,72.3,0,1006,1,1
1,2013,364,2330,1,0,3.157,0,-16.93,9.22,72.4,0,1005,1,1
1,2013,364,0000,1,0,3.112,0,-21.38,9.13,73.1,0,1005,1,1
1,2013,365,0030,1,0,3.205,0,-8.42,8.72,76.5,0.203,1005,1,1
1,2013,365,100,1,0,3.075,0,-2.511,7.79,86,0.609,1005,1,1
1,2013,365,130,1,0,3.142,0,-3.608,7.37,90.3,0.609,1005,1,1
1,2013,365,200,1,0,3.048,0,-1.791,7,93.9,0.406,1004,1,1
1,2013,365,230,1,0,3.266,0,-0.782,7.26,93,0.406,1004,1,1
1,2013,365,300,1,0,3.075,0,-1.149,7.52,91.7,0,1004,1,1
1,2013,365,330,1,0,3.235,0,-1.181,7.48,92.7,0,1003,1,1
1,2013,365,400,1,0,3.031,0,-0.934,7.53,94,0,1003,1,1
1,2013,365,430,1,0,3.129,0,-0.928,7.98,93,0,1003,1,1
1,2013,365,500,1,0,3.279,0,-1.055,8.29,91.8,0,1002,1,1
1,2013,365,530,1,0,3.042,0,-1.089,8.37,91.7,0,1002,1,1
1,2013,365,600,1,0,3.174,0,-1.061,8.36,92.2,0.203,1002,1,1
1,2013,365,630,1,0,3.072,0,-0.789,8.14,94.6,0.203,1002,1,1
1,2013,365,700,1,0,3.229,0,-3.07,8.14,96.4,0.609,1001,1,1
1,2013,365,730,1,0,3.074,0,-1.846,8.15,97.5,0.609,1001,1,1
1,2013,365,800,1,0,3.24,0,-0.626,8.28,98.1,0.406,1001,1,1
1,2013,365,830,1,0,3.053,0,-0.434,8.44,98.5,0.406,1001,1,1
1,2013,365,900,1,0,5.814,0,-0.554,8.68,98.8,0.609,1001,1,1
1,2013,365,930,1,26.59,19.19,7.4,-0.577,9.05,99,0.406,1001,1,1
1,2013,365,1000,1,40.19,31.95,12.63,-0.616,9.4,99.2,0.609,1001,1,1
1,2013,365,1030,1,76.8,67.93,26.71,-0.418,9.75,99.3,0.406,1002,1,1
1,2013,365,1100,1,114.8,105.3,41.39,-0.642,9.91,99.5,0.609,1002,1,1
1,2013,365,1130,1,142,131.9,52.25,-0.769,10.18,99.6,0.406,1002,1,1
1,2013,365,1200,1,137.9,127.9,51.45,-0.717,10.43,99.6,0.406,1002,1,1
1,2013,365,1230,1,152,142.1,57.92,-0.704,10.62,99.7,0.406,1002,1,1
1,2013,365,1300,1,286.8,273.6,119.3,-0.857,10.95,99.8,0.406,1001,1,1
1,2013,365,1330,1,273.2,261,113.7,-0.67,11.23,99.8,0.406,1001,1,1
1,2013,365,1400,1,343.3,329,143.5,-1.211,11.79,99.8,0.203,1001,1,1
1,2013,365,1430,1,348.8,333,146.2,-3.225,12.17,99.8,0.406,1001,1,1
1,2013,365,1500,1,438.6,418.3,179.1,-4.558,12.39,99.8,0.406,1000,1,1
1,2013,365,1530,1,475.6,409.4,177.9,-9.79,12.59,99.6,0.203,1000,1,1
1,2013,365,1600,1,133.4,121.9,50.52,-6.028,12.24,99.6,0.406,1000,1,1
1,2013,365,1630,1,209.9,198.1,85.8,-22.91,12.23,99.5,0.203,1000,1,1
1,2013,365,1700,1,173.7,160.5,68.85,-34.68,12.26,99.4,0.203,1000,1,1
1,2013,365,1730,1,97.4,87.7,36.93,-36.56,12.11,99.3,0.203,1000,1,1
1,2013,365,1800,1,39.98,32.03,12.51,-28.82,11.94,99.4,0.406,1000,1,1
1,2013,365,1830,1,0,7.68,0,-21.74,11.81,99.6,0.203,1000,1,1
1,2013,365,1900,1,0,3.057,0,-8.75,11.65,99.7,0.203,1001,1,1
1,2013,365,1930,1,0,3.19,0,-8.8,11.64,99.8,0,1001,1,1
1,2013,365,2000,1,0,3.129,0,-13.26,11.55,99.9,0.203,1001,1,1
1,2013,365,2030,1,0,3.127,0,-10.5,11.5,100,0.203,1001,1,1
1,2013,365,2100,1,0,3.272,0,-4.555,11.28,100,0,1001,1,1
1,2013,365,2130,1,0,3.096,0,-2.552,11.09,100,0.203,1002,1,1
1,2013,365,2200,1,0,3.124,0,-5.367,10.83,100,0,1002,1,1
1,2013,365,2230,1,0,3.222,0,-4.512,10.49,100,0.203,1002,1,1
1,2013,365,2300,1,0,3.194,0,-1.849,10.31,100,0,1002,1,1
1,2013,365,2330,1,0,3.029,0,-1.065,10.31,100,0,1002,1,1
1,2013,365,0000,1,0,3.185,0,-1.866,10.28,100,0,1002,1,1
1,2014,1,0030,1,0,3.17,0,-2.72,10.15,100,0,1002,1,1
1,2014,1,100,1,0,3.12,0,-11.29,9.98,100,0,1001,1,1
1,2014,1,130,1,0,3.205,0,-6.532,9.54,100,0.203,1001,1,1
1,2014,1,200,1,0,3.272,0,-2.784,9.31,100,0,1001,1,1
1,2014,1,230,1,0,3.027,0,-2.767,9.12,100,0,1000,1,1
1,2014,1,300,1,0,3.144,0,-0.646,9.09,100,0,1001,1,1
1,2014,1,330,1,0,3.211,0,-0.502,9.07,100,0,1000,1,1
1,2014,1,400,1,0,3.279,0,-0.125,9.22,100,0.203,1001,1,1
1,2014,1,430,1,0,3.114,0,-2.838,9.27,100,0,1000,1,1
1,2014,1,500,1,0,3.275,0,-1.2,9.42,100,0,1000,1,1
1,2014,1,530,1,0,3.062,0,-0.465,9.69,100,0,1000,1,1
1,2014,1,600,1,0,3.148,0,-0.342,9.8,100,0,999,1,1
1,2014,1,630,1,0,3.166,0,-0.278,9.79,100,0,999,1,1
1,2014,1,700,1,0,3.244,0,-0.007,9.96,100,0,999,1,1
1,2014,1,730,1,0,3.351,0,-0.126,10.36,100,0.203,999,1,1
1,2014,1,800,1,0,2.977,0,-0.19,10.71,100,0,999,1,1
1,2014,1,830,1,0,3.131,0,-0.348,11,100,0,999,1,1
1,2014,1,900,1,0,5.395,0,-0.382,11.11,100,0.203,999,1,1
1,2014,1,930,1,24.4,17.25,6.448,-0.664,11.26,100,0,999,1,1
1,2014,1,1000,1,67.66,58.74,25.35,-1.502,11.3,100,0,999,1,1
1,2014,1,1030,1,86.4,77.1,32.27,-1.21,11.37,100,0.203,1000,1,1
1,2014,1,1100,1,130.6,120.4,50.42,-2.779,11.51,100,0,999,1,1
1,2014,1,1130,1,150,139.4,58.86,-4.207,11.65,100,0,999,1,1
1,2014,1,1200,1,185.4,174.2,72.9,-3.192,11.85,100,0.203,1000,1,1
1,2014,1,1230,1,269.8,256.3,107.7,-4.483,11.93,100,0,999,1,1
1,2014,1,1300,1,178.8,167.3,69.41,-4.049,12.11,100,0,999,1,1
1,2014,1,1330,1,147.9,137.1,54.9,-3.729,12.36,99.5,0.203,998,1,1
1,2014,1,1400,1,185.7,173.8,71.4,-3.635,12.44,99.1,0,998,1,1
1,2014,1,1430,1,140.6,129.7,51.81,-3.756,12.68,98.5,0,997,1,1
1,2014,1,1500,1,89.2,79.6,30.85,-1.841,12.65,98.9,0.203,997,1,1
1,2014,1,1530,1,196.2,184.8,76.6,-4.503,12.69,99.2,0,997,1,1
1,2014,1,1600,1,146.9,135.9,57.15,-6.336,12.82,98.8,0.203,996,1,1
1,2014,1,1630,1,71.4,62.06,24.25,-4.24,12.91,97.1,0,996,1,1
1,2014,1,1700,1,55.73,46.48,17.9,-3.896,12.87,96.5,0,997,1,1
1,2014,1,1730,1,35.54,27.45,9.96,-5.896,12.76,96.9,0.203,997,1,1
1,2014,1,1800,1,23.33,15.82,5.554,-4.894,12.67,97.5,0,997,1,1
1,2014,1,1830,1,0,3.968,0,-5.25,12.66,97.6,0,997,1,1
1,2014,1,1900,1,0,3.22,0,-4.092,12.73,97.2,0.203,996,1,1
1,2014,1,1930,1,0,3.199,0,-4.034,12.8,96.8,0,996,1,1
1,2014,1,2000,1,0,3.038,0,-3.552,12.93,96.5,0,996,1,1
1,2014,1,2030,1,0,2.999,0,-6.747,13.11,95.6,0.203,996,1,1
1,2014,1,2100,1,0,2.988,0,-16.78,13.22,94.7,0,996,1,1
1,2014,1,2130,1,0,2.961,0,-21.2,13.27,94.4,0,996,1,1
1,2014,1,2200,1,0,3.164,0,-10.84,13.32,94.2,0.203,996,1,1
1,2014,1,2230,1,0,3.222,0,-10.84,13.43,93.6,0,996,1,1
1,2014,1,2300,1,0,3.14,0,-10.9,13.48,93.5,0,996,1,1
1,2014,1,2330,1,0,3.298,0,-9.43,13.4,94.2,0.203,996,1,1
1,2014,1,0000,1,0,3.285,0,-9.51,13.27,94.3,0,996,1,1
1,2014,2,0030,1,0,3.235,0,-4.511,13.08,96.2,0,996,1,1
1,2014,2,100,1,0,2.97,0,-1.352,12.88,98.2,0.203,996,1,1
1,2014,2,130,1,0,3.124,0,-1.094,12.85,99,0,995,1,1
1,2014,2,200,1,0,3.212,0,-1.134,12.9,99.1,0,995,1,1
1,2014,2,230,1,0,3.109,0,-0.725,12.93,99.3,0.203,995,1,1
1,2014,2,300,1,0,3.236,0,-0.663,12.99,99.6,0,995,1,1
1,2014,2,330,1,0,3.34,0,-0.751,13.1,99.7,0.203,995,1,1
1,2014,2,400,1,0,3.307,0,-0.879,13.2,99.4,0,995,1,1
1,2014,2,430,1,0,3.227,0,-0.704,13.19,99.4,0.203,994,1,1
1,2014,2,500,1,0,3.286,0,-0.823,13.17,99.6,0,994,1,1
1,2014,2,530,1,0,3.364,0,-0.813,13.11,99.7,0,994,1,1
1,2014,2,600,1,0,3.131,0,-0.898,13.04,99.8,0.203,994,1,1
1,2014,2,630,1,0,2.975,0,-0.759,13.03,100,0,994,1,1
1,2014,2,700,1,0,2.985,0,-0.77,13.18,100,0.203,994,1,1
1,2014,2,730,1,0,3.175,0,-0.852,13.36,100,0,994,1,1
1,2014,2,800,1,0,3.177,0,-0.994,13.45,100,0.203,995,1,1
1,2014,2,830,1,0,3.199,0,-1.159,13.48,100,0.203,994,1,1
1,2014,2,900,1,0,4.322,0,-1.046,13.57,100,0,995,1,1
1,2014,2,930,1,24.74,17.4,6.22,-0.897,13.63,100,0.203,995,1,1
1,2014,2,1000,1,42.44,34.26,13.27,-1.207,13.69,100,0.203,995,1,1
1,2014,2,1030,1,71.1,61.79,24.89,-1.584,13.75,99.9,0,996,1,1
1,2014,2,1100,1,82.9,73.8,28.95,-0.815,13.8,99.7,0.203,996,1,1
1,2014,2,1130,1,77.9,68.73,26.21,-1.053,13.82,99.8,0.203,996,1,1
1,2014,2,1200,1,103.5,94,36.73,-0.91,13.86,99.8,0.203,996,1,1
1,2014,2,1230,1,92.5,82.9,31.38,-0.979,13.91,99.8,0.203,996,1,1
1,2014,2,1300,1,118.3,108.4,41.83,-0.761,13.95,99.9,0,996,1,1
1,2014,2,1330,1,92.7,83.1,31.4,-1.035,13.92,99.9,0.203,996,1,1
1,2014,2,1400,1,120.9,110.6,42.37,-1.282,13.9,99.9,0.203,995,1,1
1,2014,2,1430,1,125.1,115,44.87,-1.976,13.88,99.9,0.203,995,1,1
1,2014,2,1500,1,130.8,120.6,47.76,-2.563,13.9,99.7,0.203,995,1,1
1,2014,2,1530,1,160.7,149.9,59.73,-3.992,14,99.5,0.203,995,1,1
1,2014,2,1600,1,149,138.1,55.03,-5.918,14.15,99.1,0.203,996,1,1
1,2014,2,1630,1,94.6,85.2,33.52,-5.197,14.09,99,0,996,1,1
1,2014,2,1700,1,68.38,59.23,23.63,-3.562,14.04,99.1,0.203,996,1,1
1,2014,2,1730,1,33.96,26.27,9.76,-2.916,14.08,98.8,0.203,996,1,1
1,2014,2,1800,1,19.91,12.76,4.186,-2.812,14.08,98.3,0.406,996,1,1
1,2014,2,1830,1,0,4.568,0,-5.407,14.03,97.9,0,996,1,1
1,2014,2,1900,1,0,3.229,0,-7.75,13.96,97.5,0.203,996,1,1
1,2014,2,1930,1,0,3.061,0,-12.14,13.96,97,0.203,997,1,1
1,2014,2,2000,1,0,3.222,0,-10.16,13.93,96.9,0.203,997,1,1
1,2014,2,2030,1,0,3.322,0,-30.42,13.88,96.8,0,997,1,1
1,2014,2,2100,1,0,3.174,0,-17.57,13.8,96.7,0.203,997,1,1
1,2014,2,2130,1,0,3.114,0,-15.83,13.83,96.1,0,997,1,1
1,2014,2,2200,1,0,3.225,0,-13.67,13.84,95.7,0,998,1,1
1,2014,2,2230,1,0,3.311,0,-13.96,13.79,95.6,0.203,998,1,1
1,2014,2,2300,1,0,3.109,0,-15.39,13.52,96.4,0,998,1,1
1,2014,2,2330,1,0,3.153,0,-14.45,13.37,97,0,998,1,1
1,2014,2,0000,1,0,3.212,0,-13.34,13.48,96.6,0.203,998,1,1
1,2014,3,0030,1,0,3.311,0,-15.65,13.83,94.5,0,998,1,1
1,2014,3,100,1,0,3.105,0,-33.54,13.94,93.8,0,998,1,1
1,2014,3,130,1,0,3.127,0,-60.1,13.75,93.8,0,998,1,1
1,2014,3,200,1,0,3.211,0,-31.07,13.64,93,0.203,998,1,1
1,2014,3,230,1,0,3.283,0,-17.92,13.67,91.4,0,998,1,1
1,2014,3,300,1,0,3.181,0,-11.29,13.6,91.3,0,998,1,1
1,2014,3,330,1,0,3.005,0,-10.78,13.32,92.2,0,998,1,1
1,2014,3,400,1,0,3.209,0,-8.7,13.27,92.7,0.203,998,1,1
1,2014,3,430,1,0,3.266,0,-8.74,13.38,93,0,998,1,1
1,2014,3,500,1,0,3.325,0,-8.57,13.43,93.6,0,998,1,1
1,2014,3,530,1,0,3.014,0,-6.978,13.36,94.8,0,998,1,1
1,2014,3,600,1,0,3.161,0,-5.073,13.41,94.6,0,998,1,1
1,2014,3,630,1,0,3.194,0,-6.21,13.47,94.3,0.203,998,1,1
